"Code","Description","id"
"S63255A","Unspecified dislocation of left ring finger, initial encounter",41159
"S63255D","Unspecified dislocation of left ring finger, subsequent encounter",41160
"S63255S","Unspecified dislocation of left ring finger, sequela",41161
"S63256A","Unspecified dislocation of right little finger, initial encounter",41162
"S63256D","Unspecified dislocation of right little finger, subsequent encounter",41163
"S63256S","Unspecified dislocation of right little finger, sequela",41164
"S63257A","Unspecified dislocation of left little finger, initial encounter",41165
"S63257D","Unspecified dislocation of left little finger, subsequent encounter",41166
"S63257S","Unspecified dislocation of left little finger, sequela",41167
"S63258A","Unspecified dislocation of other finger, initial encounter",41168
"S63258D","Unspecified dislocation of other finger, subsequent encounter",41169
"S63258S","Unspecified dislocation of other finger, sequela",41170
"S63259A","Unspecified dislocation of unspecified finger, initial encounter",41171
"S63259D","Unspecified dislocation of unspecified finger, subsequent encounter",41172
"S63259S","Unspecified dislocation of unspecified finger, sequela",41173
"S63260A","Dislocation of metacarpophalangeal joint of right index finger, initial encounter",41174
"S63260D","Dislocation of metacarpophalangeal joint of right index finger, subsequent encounter",41175
"S63260S","Dislocation of metacarpophalangeal joint of right index finger, sequela",41176
"S63261A","Dislocation of metacarpophalangeal joint of left index finger, initial encounter",41177
"S63261D","Dislocation of metacarpophalangeal joint of left index finger, subsequent encounter",41178
"S63261S","Dislocation of metacarpophalangeal joint of left index finger, sequela",41179
"S63262A","Dislocation of metacarpophalangeal joint of right middle finger, initial encounter",41180
"S63262D","Dislocation of metacarpophalangeal joint of right middle finger, subsequent encounter",41181
"S63262S","Dislocation of metacarpophalangeal joint of right middle finger, sequela",41182
"S63263A","Dislocation of metacarpophalangeal joint of left middle finger, initial encounter",41183
"S63263D","Dislocation of metacarpophalangeal joint of left middle finger, subsequent encounter",41184
"S63263S","Dislocation of metacarpophalangeal joint of left middle finger, sequela",41185
"S63264A","Dislocation of metacarpophalangeal joint of right ring finger, initial encounter",41186
"S63264D","Dislocation of metacarpophalangeal joint of right ring finger, subsequent encounter",41187
"S63264S","Dislocation of metacarpophalangeal joint of right ring finger, sequela",41188
"S63265A","Dislocation of metacarpophalangeal joint of left ring finger, initial encounter",41189
"S63265D","Dislocation of metacarpophalangeal joint of left ring finger, subsequent encounter",41190
"S63265S","Dislocation of metacarpophalangeal joint of left ring finger, sequela",41191
"S63266A","Dislocation of metacarpophalangeal joint of right little finger, initial encounter",41192
"S63266D","Dislocation of metacarpophalangeal joint of right little finger, subsequent encounter",41193
"S63266S","Dislocation of metacarpophalangeal joint of right little finger, sequela",41194
"S63267A","Dislocation of metacarpophalangeal joint of left little finger, initial encounter",41195
"S63267D","Dislocation of metacarpophalangeal joint of left little finger, subsequent encounter",41196
"S63267S","Dislocation of metacarpophalangeal joint of left little finger, sequela",41197
"S63268A","Dislocation of metacarpophalangeal joint of other finger, initial encounter",41198
"S63268D","Dislocation of metacarpophalangeal joint of other finger, subsequent encounter",41199
"S63268S","Dislocation of metacarpophalangeal joint of other finger, sequela",41200
"S63269A","Dislocation of metacarpophalangeal joint of unspecified finger, initial encounter",41201
"S63269D","Dislocation of metacarpophalangeal joint of unspecified finger, subsequent encounter",41202
"S63269S","Dislocation of metacarpophalangeal joint of unspecified finger, sequela",41203
"S63270A","Dislocation of unspecified interphalangeal joint of right index finger, initial encounter",41204
"S63270D","Dislocation of unspecified interphalangeal joint of right index finger, subsequent encounter",41205
"S63270S","Dislocation of unspecified interphalangeal joint of right index finger, sequela",41206
"S63271A","Dislocation of unspecified interphalangeal joint of left index finger, initial encounter",41207
"S63271D","Dislocation of unspecified interphalangeal joint of left index finger, subsequent encounter",41208
"S63271S","Dislocation of unspecified interphalangeal joint of left index finger, sequela",41209
"S63272A","Dislocation of unspecified interphalangeal joint of right middle finger, initial encounter",41210
"S63272D","Dislocation of unspecified interphalangeal joint of right middle finger, subsequent encounter",41211
"S63272S","Dislocation of unspecified interphalangeal joint of right middle finger, sequela",41212
"S63273A","Dislocation of unspecified interphalangeal joint of left middle finger, initial encounter",41213
"S63273D","Dislocation of unspecified interphalangeal joint of left middle finger, subsequent encounter",41214
"S63273S","Dislocation of unspecified interphalangeal joint of left middle finger, sequela",41215
"S63274A","Dislocation of unspecified interphalangeal joint of right ring finger, initial encounter",41216
"S63274D","Dislocation of unspecified interphalangeal joint of right ring finger, subsequent encounter",41217
"S63274S","Dislocation of unspecified interphalangeal joint of right ring finger, sequela",41218
"S63275A","Dislocation of unspecified interphalangeal joint of left ring finger, initial encounter",41219
"S63275D","Dislocation of unspecified interphalangeal joint of left ring finger, subsequent encounter",41220
"S63275S","Dislocation of unspecified interphalangeal joint of left ring finger, sequela",41221
"S63276A","Dislocation of unspecified interphalangeal joint of right little finger, initial encounter",41222
"S63276D","Dislocation of unspecified interphalangeal joint of right little finger, subsequent encounter",41223
"S63276S","Dislocation of unspecified interphalangeal joint of right little finger, sequela",41224
"S63277A","Dislocation of unspecified interphalangeal joint of left little finger, initial encounter",41225
"S63277D","Dislocation of unspecified interphalangeal joint of left little finger, subsequent encounter",41226
"S63277S","Dislocation of unspecified interphalangeal joint of left little finger, sequela",41227
"S63278A","Dislocation of unspecified interphalangeal joint of other finger, initial encounter",41228
"S63278D","Dislocation of unspecified interphalangeal joint of other finger, subsequent encounter",41229
"S63278S","Dislocation of unspecified interphalangeal joint of other finger, sequela",41230
"S63279A","Dislocation of unspecified interphalangeal joint of unspecified finger, initial encounter",41231
"S63279D","Dislocation of unspecified interphalangeal joint of unspecified finger, subsequent encounter",41232
"S63279S","Dislocation of unspecified interphalangeal joint of unspecified finger, sequela",41233
"S63280A","Dislocation of proximal interphalangeal joint of right index finger, initial encounter",41234
"S63280D","Dislocation of proximal interphalangeal joint of right index finger, subsequent encounter",41235
"S63280S","Dislocation of proximal interphalangeal joint of right index finger, sequela",41236
"S63281A","Dislocation of proximal interphalangeal joint of left index finger, initial encounter",41237
"S63281D","Dislocation of proximal interphalangeal joint of left index finger, subsequent encounter",41238
"S63281S","Dislocation of proximal interphalangeal joint of left index finger, sequela",41239
"S63282A","Dislocation of proximal interphalangeal joint of right middle finger, initial encounter",41240
"S63282D","Dislocation of proximal interphalangeal joint of right middle finger, subsequent encounter",41241
"S63282S","Dislocation of proximal interphalangeal joint of right middle finger, sequela",41242
"S63283A","Dislocation of proximal interphalangeal joint of left middle finger, initial encounter",41243
"S63283D","Dislocation of proximal interphalangeal joint of left middle finger, subsequent encounter",41244
"S63283S","Dislocation of proximal interphalangeal joint of left middle finger, sequela",41245
"S63284A","Dislocation of proximal interphalangeal joint of right ring finger, initial encounter",41246
"S63284D","Dislocation of proximal interphalangeal joint of right ring finger, subsequent encounter",41247
"S63284S","Dislocation of proximal interphalangeal joint of right ring finger, sequela",41248
"S63285A","Dislocation of proximal interphalangeal joint of left ring finger, initial encounter",41249
"S63285D","Dislocation of proximal interphalangeal joint of left ring finger, subsequent encounter",41250
"S63285S","Dislocation of proximal interphalangeal joint of left ring finger, sequela",41251
"S63286A","Dislocation of proximal interphalangeal joint of right little finger, initial encounter",41252
"S63286D","Dislocation of proximal interphalangeal joint of right little finger, subsequent encounter",41253
"S63286S","Dislocation of proximal interphalangeal joint of right little finger, sequela",41254
"S63287A","Dislocation of proximal interphalangeal joint of left little finger, initial encounter",41255
"S63287D","Dislocation of proximal interphalangeal joint of left little finger, subsequent encounter",41256
"S63287S","Dislocation of proximal interphalangeal joint of left little finger, sequela",41257
"S63288A","Dislocation of proximal interphalangeal joint of other finger, initial encounter",41258
"S63288D","Dislocation of proximal interphalangeal joint of other finger, subsequent encounter",41259
